i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_parallax
0,0,301.7422923591237,323.87722325809983,-785.3415895874591,-162971.4112077712,0.22830918431282043
1,1,1733.7074368256676,67.63493435309886,997.8462120203368,-122361.26252570981,0.3353208005428314
2,1,1707.5874402689803,98.53221448670608,1007.5140927790743,-122329.48231877189,0.3535190224647522
3,2,886.4891140362372,383.236123046625,128.9836548208586,-153305.02506546996,0.26457351446151733
4,2,918.5713825801084,287.02991477732195,138.2767579949032,-154501.06373324455,0.2139827460050583
5,2,825.4546092197884,317.3652912997104,239.66646445506257,-154997.76001087803,0.390873521566391
6,3,469.83013100893595,680.0172235848021,-582.1124601421088,-150582.11896744298,0.5247092843055725
7,3,455.31843581339,785.5221997361924,-529.0750607956469,-150034.6745529203,0.23959776759147644
8,3,426.2887265718165,793.2893034459584,-601.6235218349792,-149033.3095799754,0.24025054275989532
9,3,434.01497615203334,877.1419735157426,-525.5291552130037,-148530.88514121922,0.23956513404846191
10,4,349.5536059566724,27.796510794904222,-1212.8791118166725,-159992.3907655969,0.6132296919822693
11,4,330.5057040563133,42.008526766214395,-1247.6028871462786,-159103.9384735154,0.8191473484039307
12,4,382.858399009968,27.327994882264132,-1112.9908803156266,-161484.99121761383,0.30564939975738525
13,4,339.6751798243826,29.460442204463376,-1262.557816031439,-158915.91493506965,0.33980703353881836
14,4,372.30312726307284,19.995453598339143,-1186.7704292170008,-160167.34649962088,0.31646063923835754
15,5,561.8652770536343,49.57271154002695,647.007382219541,-166038.87754927788,0.2811349034309387
16,5,537.4935173361835,97.87491350768875,595.1954918809168,-166387.84542146925,0.33520427346229553
17,5,535.1793982531505,100.80318421682848,591.0900250057593,-166465.44899556917,0.2686617970466614
18,5,647.0603447089056,66.01309269540599,448.3738950017199,-166948.9796953052,0.3226426839828491
19,5,625.8380136783862,85.22718377659898,451.00821678206745,-166956.10388983085,0.2643442749977112
20,5,664.4443135734879,47.27161828527538,450.9583675201158,-167023.226127121,0.41456812620162964
21,6,438.49831194517697,310.97186835455335,-1314.7985900044368,-144825.20937598593,0.23868075013160706
22,6,394.4694389412516,256.5343959046388,-1401.2843730503025,-145802.95753625204,0.2899740934371948
23,6,412.7228889032426,267.97486439125913,-1270.5797033429078,-147584.4856288571,0.3636281490325928
24,6,440.5432555683481,212.43941000456266,-1365.977269342147,-146303.33533927728,0.22448618710041046
25,6,408.37171561458797,252.1822423778884,-1379.1748510279722,-145825.25313968884,0.3240756094455719
26,6,456.9182567658444,216.5756046565669,-1332.7424006991916,-146325.6267250985,0.30511778593063354
27,6,445.60918848822683,190.59548871025197,-1331.0544315092468,-147423.78784149693,0.24921216070652008
28,7,495.73653552302073,55.70107410797364,-700.3347094359615,-167353.01995484685,0.32098448276519775
29,7,514.0606591210255,45.180176991619,-694.2918761243199,-167180.39601128697,0.2660112679004669
30,7,497.31477404596797,57.53832030710789,-693.380302435433,-167361.4925499263,0.3624315857887268
31,7,492.0021748041452,64.35862535592513,-693.0560103308071,-167232.3295615868,0.4560055434703827
32,7,488.51877517970775,99.10187372303152,-633.8003257470991,-167529.65184718743,0.25599613785743713
33,7,459.5408825317948,88.97440979047137,-711.8568282655195,-167110.17340836587,0.40302449464797974
34,7,459.3386980101217,128.59989034770248,-670.8263495261041,-166558.56961287712,0.3451173007488251
35,7,504.7555589694919,82.22436739307788,-624.1992146774551,-167764.99360698598,0.41834133863449097
36,8,488.12589919543245,352.3103589734267,-1833.416748714568,-132794.65569037024,0.24113477766513824
37,8,432.1918038678092,320.6792976852714,-1867.5400233353796,-134088.92767747992,0.24927812814712524
38,8,447.33043045635384,329.1456439923121,-1839.406958412255,-134138.55548062533,0.22615979611873627
39,8,401.8609555711773,341.1113050141361,-1888.4558044126024,-134160.1949739827,0.28935500979423523
40,8,417.55874960570327,332.4635988533815,-1872.9039132258295,-134128.86187564846,0.23571135103702545
41,8,439.7703929483124,336.3534194622886,-1838.1879568589668,-134119.06587690488,0.25164279341697693
42,8,493.6750719149293,342.7060672190057,-1834.7021622765428,-132693.8711853699,0.34904468059539795
43,8,448.55962534953653,337.7795808605708,-1824.5362277926347,-134116.36131582587,0.24869884550571442
44,8,437.88602938609966,338.2175181696316,-1841.4390962604718,-134109.40764449968,0.26281771063804626
45,9,80.95583300035831,374.3013090917003,-2173.691821411906,-136702.10791073373,0.28470465540885925
46,9,100.26523278005405,366.84503373003315,-2156.858368132871,-136660.3443141763,0.31189149618148804
47,9,65.02475412660078,369.9794857269057,-2123.7762021536473,-138147.01281936106,0.23222418129444122
48,9,96.15096291527368,356.52704820846236,-2176.0819832839807,-136617.71583134073,0.24551436305046082
49,9,60.959394852558695,354.47074560429724,-2063.3087162365155,-139773.3491032425,0.21866625547409058
50,9,57.06016745798906,360.4765694174702,-2060.819675568308,-139801.07696592898,0.22333858907222748
51,9,73.16105690578637,348.76895127499444,-2212.4947518443005,-136712.27228355978,0.2558428645133972
52,9,89.76515428726718,361.4039224098629,-2171.460211551006,-136779.6270179254,0.2032790333032608
53,9,85.87770742570697,368.0405150915486,-2174.7514326971373,-136682.1409952062,0.3534829318523407
54,9,87.19115081520728,353.8341379544788,-2187.6527101030383,-136701.99618090928,0.45831242203712463
55,10,701.2797957059461,41.32853931655201,-162.57212257549142,-174418.69636675456,0.567086398601532
56,11,72.29196911166893,725.4470774083072,2123.4200749273,-131226.6422000567,0.21390052139759064
57,11,119.55176525739431,741.0265924299056,2134.6502966364023,-129707.62980976581,0.22219377756118774
58,12,728.289658111534,518.4738907770138,-334.5318210352489,-151107.56665432695,0.26124340295791626
59,12,745.92936013589,530.2848952225801,-397.38724936648214,-148965.82063142312,0.2117203027009964
60,12,725.4250411894793,659.68914632462,-402.8298818976763,-146223.2988073115,0.2624875009059906
