i,true_cluster_id,we_Jr,we_Jz,we_Jphi,we_energy,we_parallax,parallax_error
0,0,549.2248393232537,238.53574718016012,665.4297763550483,-158407.05703207993,0.23251530508054286,0.015936455548061296
1,1,681.4447739299152,334.0870988383136,-314.1677810289138,-159070.1512682223,0.22195661109087397,0.021239066346301398
2,1,840.2268807430135,485.10460407930094,10.754103936997666,-155496.64941609983,0.31733955944336334,0.018
3,2,548.093573860627,185.44615738160172,-462.7730533445377,-165968.75873770664,0.23414780149342243,0.017322207301940874
4,2,478.1253762247344,144.53553019922003,-537.7907573197995,-168987.27948622755,0.22029418501947604,0.018
5,2,494.00021188139334,149.80033488973672,-556.1508711611643,-167408.9833037795,0.28325354170842243,0.018
6,3,387.6540968599399,43.933496793283815,812.2241962841292,-169948.73232303702,0.21775097522094297,0.017685487891324396
7,3,390.98705887949586,42.86752221762646,800.4398252002618,-170217.74686952907,0.5170919055708866,0.018
8,3,305.01747875399593,75.89245302357381,1020.461926630237,-165526.10116113472,0.3418705474939487,0.018
9,3,335.52039485352884,53.41443507055985,895.0343201686228,-169295.47101297404,0.2697132251641157,0.015305256320865965
10,4,41.17069173593113,240.23445146970096,1621.46217821456,-153326.07565630137,0.272719375419926,0.016469600977306948
11,4,93.22301695852374,185.72864137424702,1441.1510187852466,-157967.02065668613,0.32678327320873934,0.016193538251465342
12,4,35.651535258420836,245.7099190690767,1651.450512052766,-152575.25075445574,0.30903858261223904,0.018
13,4,197.03268362975464,169.94764800883542,1135.694942797577,-162908.0290017034,0.2665845830259073,0.024335346038240713
14,4,36.67719226247462,229.8889218474956,1677.5317708769935,-152356.20511816975,0.4033351524445017,0.018
15,5,514.5866166875173,137.70894399709434,-508.79425485361327,-168353.95937056193,0.27550473068356596,0.017969553221936465
16,5,603.3829999945759,162.87253104251963,-383.72396080379553,-166351.82572369935,0.21623643797954137,0.015210984046125985
17,5,595.752744612406,84.48745220305686,-447.1820129749608,-168692.47825371602,0.30871824996734326,0.015148604443904885
18,5,750.1127953111924,150.71570128640727,-274.2439068101069,-162880.0735488421,0.2827181841934613,0.018
19,5,646.8811420069945,96.81119311380087,-454.988916967456,-165145.2913932586,0.7967803156549756,0.018
20,5,647.5835625693477,134.2678409891777,-367.59404728931366,-165957.98870771547,0.25022061377480576,0.020438752345078113
21,6,150.7917750853967,1589.004047709101,-972.0616833948385,-133676.5008527817,0.21040366810435723,0.02821266460541971
22,6,62.42227429991688,1312.2561702462472,-980.5534057283136,-141049.73516330263,0.2557486116188626,0.017145457408475805
23,6,158.8722357116864,1504.2422141521042,-1085.0569730258942,-133021.4141623108,0.20824936106555061,0.01963489926294149
24,6,96.63866809275552,1335.975508192179,-999.0814077258725,-139259.46860928027,0.419386743261242,0.016700929744842084
25,6,23.58528115755214,1191.3204472615378,-984.2615934634462,-144700.17393265915,0.24610439764980796,0.025377115685736397
26,6,74.79601600179592,1463.3368530443508,-963.0120955292024,-138054.28455998236,0.2855932000703563,0.018
27,6,66.47833117126639,1371.829433869119,-996.0676970048113,-139427.3591379173,0.23877760049429148,0.018
28,7,907.3252957376176,451.8573427072515,431.47033696762867,-144094.38771662174,0.19917728283142005,0.018
29,7,627.4679707464321,579.7431403577742,725.257442846437,-144691.54367788817,0.3019284536869301,0.019410458486206067
30,7,608.3884408056251,552.54912682855,501.4231183715701,-150969.97052470318,0.21659485928317707,0.018
31,7,644.0093115231167,409.74556771908067,848.9028614376949,-145683.75959163904,0.22552712127349944,0.015855665027649332
32,7,492.1468331595812,509.2239621181636,548.2621069100662,-155262.59360726044,0.29055803102593963,0.023926634886691063
33,7,661.39415865779,581.6007780534715,556.8126616493487,-147174.84879871778,0.19778486720664123,0.017419469022458896
34,7,656.0698789841956,508.6321191379482,567.0495824922593,-148890.31073471587,0.26326150025996653,0.01753302363033648
35,7,624.3600271949301,500.95033169524237,596.6114567597081,-149049.66176689393,0.6424486105625569,0.018
36,8,908.876131363466,61.884228294435815,-169.06935842260876,-162048.54427214403,0.3244170080998456,0.015713404033579167
37,8,1013.928800908575,43.48763358006767,8.792733942653333,-162186.66034620535,0.24962820444952386,0.021597296097883897
38,8,707.7600723842107,85.1196078910229,-392.54612894595675,-164565.08269206763,0.24553517801504948,0.018
39,8,912.3476579113197,62.56353205741803,-140.86053141258907,-162573.44023467935,0.21939629628688456,0.02135000076866865
40,8,937.1400872475349,125.66817005987677,74.41866887161962,-160194.5111950126,0.1889806360209123,0.03210658293692874
41,8,938.8641203005805,163.25006778415127,27.568151621960965,-159963.06149652126,0.20326529750734784,0.021269532751678297
42,8,992.3724959549774,53.17602150580237,-28.941728328746848,-162172.00295753736,0.21495554420313617,0.016753056456494227
43,8,820.9501778744924,101.73181376494175,-207.78147787444837,-163423.47924310755,0.30853303702024304,0.018437063005223818
44,8,943.5860414961351,93.57950602462468,133.74588262818148,-159929.9241027804,0.30465163051411975,0.018
45,9,297.79314695688157,1224.1394091556667,502.39665998691873,-145688.33293919222,0.2152872339148944,0.01589334720006448
46,9,332.65136181070307,1106.8696202060387,620.7355547375602,-144508.41567025293,0.21476098167559793,0.026879560493510313
47,9,424.78144773444825,1002.8800387591289,662.2267436889665,-143141.2345352161,0.2529114062693883,0.017947334298190162
48,9,583.5142745289984,1121.8803841337933,731.2512433087082,-135198.21334079737,0.26684650788078734,0.018
49,9,410.136620203409,1120.4198838920427,615.5373028911529,-142087.13885694798,0.22066135809805743,0.018
50,9,313.6719164412256,1177.8308020088268,530.2240452609113,-145466.08256481274,0.48361371772591805,0.018
51,9,449.2845400898331,889.040317324703,195.31102919061348,-156085.49848124338,0.26711326058153423,0.018776743282897627
52,9,404.11089187179994,1184.849496648104,596.2683599750173,-141275.1741451833,0.4791446143400952,0.018
53,9,350.82585668481113,1135.6284968217628,547.5023077222776,-145020.87993964972,0.21498113225638574,0.016594180825448324
54,9,342.76122141337794,1109.4758155875193,688.9722433394522,-142672.99840016352,0.3215800164519801,0.016978605456555863
55,10,641.0111317407726,163.07283494613623,241.30167100623046,-168642.35434574028,0.2234442489404735,0.018
56,11,9.139128048123343,350.8664109189769,1773.206730479917,-147615.33645909515,0.2670891950841199,0.016492022587530415
57,11,38.472843280604344,367.41520072819526,2078.6849901863898,-139809.53584218226,0.20662661562319848,0.017909671072077544
58,12,863.1184359796754,1203.5946262401992,425.5477755149144,-131734.22680161058,0.22529468335410208,0.018179888041136138
59,12,1212.3031401510443,1063.857337357921,682.6219271328368,-122720.91214535659,0.24199843921430467,0.018597088960530216
60,12,812.8411971989992,1298.4295326635106,478.6002815845329,-130598.34226715627,0.2528370152738928,0.018
61,13,535.5174228370036,430.74510020578765,-1195.2425967017978,-141220.39843452975,0.6776441928668718,0.018
62,13,456.1894256240048,464.2120726554211,-1128.3606599781574,-144509.99573974183,0.3281599793863353,0.01635055679000134
63,13,555.0561074587242,479.62716973737594,-1011.5241045444443,-143478.40994175433,0.25473975266938853,0.01593007917339201
64,13,648.3181342983687,430.2272074341932,-1003.5557919627606,-141603.9217515755,0.7306249272617629,0.018
65,14,361.6406967473955,241.4208372277066,1052.1124295017205,-155771.70812013414,0.3179188559675285,0.015811636622666204
66,14,395.2939391090274,263.24255079001927,1054.426934644537,-153485.50147779612,0.6738254697484665,0.018
67,14,382.04248364722457,393.0922822599701,1529.5434230440571,-140338.01673876695,0.19988565276274273,0.016313844536829422
68,14,512.0869969970416,268.73623331603426,682.0538509135938,-158544.74575189958,0.24833988824595665,0.02855601830622615
69,14,418.1747949202704,232.17405924806272,1217.6658971110958,-149773.80510364025,0.3424605619038162,0.016158290426451668
70,15,889.3145333241997,98.1094610830525,-91.02819845624083,-163208.9937882041,0.2734676302593931,0.02491186727065758
71,15,988.7086346969604,113.3900374347876,176.11432752178933,-156205.36279599433,0.26675831017209856,0.018
72,15,1016.600249730892,43.35614368852994,119.11545923871384,-159240.40428548196,0.48591331493047707,0.018
73,15,1064.224855365403,58.975664724570954,55.55113962090047,-157979.94725678887,0.379061661279468,0.01635840038986019
74,15,996.2428645026021,47.523925109240835,-160.2884579210674,-159081.1164519701,0.29727325262124704,0.016753802638790786
75,15,944.258476089742,46.24939435245698,-72.16630740345681,-163606.5964209899,0.3566184357338652,0.018
76,16,618.3423664918996,81.65126945567442,886.086071910534,-154861.0789890297,1.107121894020503,0.018
77,16,519.0475833997706,63.67986412109581,1270.4666953637582,-150246.40732913246,0.18701209165371804,0.015378413953988979
78,16,579.1175059245742,58.18810107736623,933.6005575626529,-156656.63535943223,0.5313300660035608,0.016672725084021407
79,16,589.1987652691878,101.99740742716148,990.5791840348497,-153071.73346899325,0.3181839275621148,0.016406441703595506
80,16,611.6930571496988,89.17162675218243,795.9627005843979,-157668.76664057403,0.3970851372150727,0.017589474760318344
81,16,634.574629526746,88.41569383590038,890.9803380372518,-154168.93671087926,0.3584963540318738,0.015512286664746753
82,16,530.219361330369,69.43059358007001,1106.8718301234603,-153601.90606849905,0.20004300260631555,0.022507391775593532
83,17,854.8625056586704,34.71437370249534,281.29157801927295,-163191.13052648117,0.36234856757973855,0.018
84,17,833.0464317917365,71.80917480573142,209.3766418036435,-164225.4951636512,0.28494378923835784,0.018
85,17,853.792494164858,70.7155767932188,180.4423615393984,-164014.28874604363,0.25512335517518764,0.023442376316258517
86,17,777.3948473875877,103.26202918681423,300.20565703751555,-162970.6736553279,0.22933700444393762,0.015550956945299343
87,17,851.5847276854256,45.84604985285192,311.26669977273133,-161948.87978228604,0.29133104048083663,0.022313030007283487
88,17,746.5639464529714,145.32164884360947,144.31461729218734,-166908.53558064764,0.27750314868851356,0.017239369690192824
89,17,712.2006504569705,157.02796445248447,372.2341991902357,-161793.8868565647,0.21096575261867714,0.01786677874014282
90,17,824.8713058573538,132.81429396732145,179.75383411013814,-162535.9793107312,0.20372054157242525,0.018
91,18,642.255083616445,204.2262597968451,312.32356059860257,-165226.1272645645,0.2238515489688118,0.0274601325381103
