i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_parallax
0,0,614.3382433044661,259.8167896933606,477.39946076913475,-159967.4892356619,0.24891328811645508
1,1,704.0416365575331,475.10535552003665,-189.66734766753868,-157464.88832866962,0.2090657651424408
2,1,737.2768686019613,575.1383778998857,-97.76858351267586,-155536.20629743056,0.3509356677532196
3,2,486.98389415101974,170.34338858150613,-544.7680097650517,-167198.44699899878,0.24927563965320587
4,2,492.27841505575014,152.97693403919286,-514.486740851411,-168606.2573044538,0.214974045753479
5,2,504.76625115997314,154.71867429776657,-535.6482446361579,-167283.94435803237,0.27908647060394287
6,3,376.67088918578736,45.690702654777525,847.8922481131231,-169213.54732689218,0.21283380687236786
7,3,371.36479687379943,46.465688255588674,845.875340042374,-169494.96890187057,0.5046713352203369
8,3,329.6416219586493,64.07047002883678,949.5816163970867,-167195.92622707758,0.3583941161632538
9,3,367.29170239104945,46.66079403941672,850.7373081775438,-169517.80170647346,0.28275081515312195
10,4,40.83476670132775,237.9664075323664,1632.0501967397329,-153134.70069990057,0.27122461795806885
11,4,45.17511361786822,229.90185570347646,1636.1241928790403,-153129.8967507585,0.307963103055954
12,4,40.21143994540437,241.4017115360031,1671.7664213017322,-152023.5037834363,0.30324649810791016
13,4,46.58981461283734,227.00937515988616,1633.5104332433245,-153192.25733660604,0.2339431494474411
14,4,38.75785368451541,235.10125961522712,1686.0957304630738,-151905.6076020913,0.40078499913215637
15,5,635.2899170603672,150.9465189454322,-315.1815642884885,-167366.8329481016,0.2442847043275833
16,5,634.1057675847663,164.69298400898273,-335.5365114288534,-166109.27549074363,0.21052062511444092
17,5,645.764115825213,111.03793868971111,-346.44101144978777,-167900.87051601073,0.28632473945617676
18,5,599.7019671806696,131.45450519255894,-463.49155008305615,-165699.305390802,0.32016119360923767
19,5,635.4563944684401,94.04049521751334,-470.9299699359799,-165364.6126637441,0.8049420118331909
20,5,620.5253806808495,132.88871126325702,-412.55753346992026,-166062.7536546557,0.25387904047966003
21,6,74.33599328860333,1449.5623643880717,-922.6557110395678,-139108.43709930446,0.22826556861400604
22,6,83.41396791836382,1403.928949070206,-954.1566031678813,-139142.63375637736,0.2476109117269516
23,6,118.11307922739772,1410.8069540606748,-1075.6090376707052,-135853.38394337514,0.21776370704174042
24,6,98.83879068449161,1359.1654577464171,-980.5674639731959,-139096.67607822802,0.4131091237068176
25,6,72.6161021514478,1426.8723521813827,-946.1790689042754,-139147.0271152607,0.22712108492851257
26,6,69.7819430028508,1415.4543102971388,-966.6232317126916,-139049.06532142806,0.30698543787002563
27,6,69.92479787232142,1405.4582622907699,-978.3533608897221,-139009.95069257068,0.23439259827136993
28,7,645.0738698754694,554.175644585514,552.1786230125546,-148131.57635817587,0.23692761361598969
29,7,612.4703990815353,543.8684528166458,651.1453257099676,-147598.6589216729,0.31063657999038696
30,7,538.8017341872602,605.7415220063823,633.2007937003799,-149061.21592324512,0.2081247866153717
