i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_parallax
0,0,12.642146018062743,15.345091541730921,2485.8525678169976,-140926.9981718619,0.4097880721092224
1,1,504.83402142218563,150.33267870842687,-329.3807361504004,-174010.28179508765,0.2541188895702362
2,1,571.9067866221724,77.21061841934565,-328.12348012790244,-174176.58402503488,0.24262595176696777
3,2,438.82289324688077,283.8346199033651,954.5694148363444,-153881.49559060895,0.21686895191669464
4,2,360.5735003328974,299.6718866731906,1113.57615168974,-152365.61344362245,0.2094823569059372
5,2,403.2666412777427,232.32294934017654,1036.1019029892095,-154832.68260463758,0.2070814073085785
6,3,351.1059416544385,817.5846655275985,-449.6836634712544,-155167.54159966722,0.2674195468425751
7,3,347.70231368126224,672.9125896041463,-595.5137138645699,-155285.29105890094,0.39118972420692444
8,3,335.8792982406531,674.5648937961298,-611.3327246391381,-155295.46165632215,0.41792356967926025
9,3,316.84937825502305,835.7684993561452,-535.0799085714151,-153779.10511939408,0.23397770524024963
10,4,213.67343208537105,798.1797060757616,-1250.5883241560168,-141976.9424921308,0.25384753942489624
11,4,209.37986650548638,886.5708559770663,-1256.2996272073435,-140178.5322348767,0.21836070716381073
12,4,215.48146704249604,783.9627294824974,-1261.9756485293356,-142037.7325236738,0.35985124111175537
13,4,241.71671887840637,759.8533038535764,-1247.7422152706838,-142001.76241202178,0.23091210424900055
14,4,213.7214316122609,773.9588586306198,-1272.1334660186494,-142047.18442701543,0.23732765018939972
15,5,41.270713577790886,241.04683859897358,1982.5088044579877,-144707.67423427003,0.31067800521850586
16,5,41.6791081666422,221.86786168059047,2012.8216102859808,-144523.46026248022,0.2346898913383484
17,5,60.815371506383705,244.0564261913915,2019.1690352953494,-143257.67001894672,0.22461722791194916
18,5,48.38908026155299,231.1315240963877,1987.2946004578882,-144637.618364221,1.3115828037261963
19,5,54.650376566488944,245.51881077756488,1955.5116728290268,-144767.04717231655,0.21466824412345886
20,5,43.68938965942228,248.508405745379,1974.145151198299,-144631.17955942167,0.22091510891914368
21,6,490.18873883441535,24.60623439600744,508.2531369501036,-176224.27374322922,0.9120830297470093
22,6,512.8387659274149,22.10508980791113,456.19953058435203,-176729.394093802,0.7592664957046509
23,6,502.5680311556073,17.80406975959977,501.76507710176884,-176262.85823056605,0.37204378843307495
24,6,563.3880925394021,19.13867438903618,385.7322612717223,-176709.3886875824,0.9436860084533691
25,6,501.8338699213983,16.92741006754245,504.45516064887926,-176274.185828353,0.9004501700401306
26,6,516.4598184534482,20.010906480226627,456.55626699498276,-176707.63743398868,1.007421851158142
27,6,515.018280517549,22.216963656320765,454.8941140193674,-176733.80933552005,0.5403528809547424
28,7,675.2635503526913,242.53864234779215,782.7765602662874,-150329.96114453275,0.23997436463832855
29,7,699.4044199761321,292.50917721308673,632.2029342625301,-151027.33759546492,0.6508231163024902
30,7,708.1393189893398,247.2256001565166,622.9915293000998,-152542.69151750582,0.5361934304237366
31,7,735.6216268417559,235.55192121113294,665.8625863519756,-150959.32605131116,0.21182435750961304
32,7,736.7509748971399,226.45523711300694,658.8425915371845,-151493.12787913834,0.2372320294380188
33,7,668.4952301696123,267.2932641682436,696.1527563642039,-151990.11101726792,0.24112340807914734
34,7,650.2900114520509,303.37048865302495,715.0765228511408,-150867.96193259262,0.21428179740905762
35,7,696.8289185753895,250.5200660598097,736.8443805084718,-150374.4974193638,0.3450833857059479
36,8,572.7746012646238,55.6083822308336,-442.0602581096318,-171706.36739971416,0.254327654838562
37,8,526.0561233223381,96.50020120787877,-416.16721013239663,-172820.8125306253,0.22908130288124084
38,8,527.5466567947441,68.38850679466535,-473.29286549767124,-172281.392185185,0.2580873668193817
39,8,522.456243176095,46.226731766902226,-583.4324374111128,-170307.45667999465,0.2706213593482971
40,8,516.8292124646619,105.49078971847848,-406.4650959173431,-173110.6130338349,0.2526484429836273
41,8,561.2363987348947,67.56456517758077,-433.3656226916355,-171940.21696756774,0.3118630647659302
42,8,576.7586163551927,47.361068287773506,-441.6205858920857,-171932.9885308112,0.6266863346099854
43,8,480.0396754130295,108.29122716349642,-504.2103963081114,-171903.11673929344,0.4022497236728668
44,8,531.1355152327379,68.23190782439268,-465.26183319387746,-172511.84432646874,0.2569442689418793
45,9,497.51288528180277,268.07247149960324,351.73375206061286,-169108.31913122497,0.42625752091407776
46,9,469.2262886802281,236.2735115301437,418.3816216947271,-169522.07502715272,0.38119083642959595
47,9,478.8854642773089,210.04409768847287,432.25583713742674,-169584.80600167369,0.31801167130470276
48,9,507.63050395556394,239.784344723712,356.9176568065368,-168835.9132398449,0.2095719575881958
49,9,504.7030142827166,253.703518942089,359.9147588957176,-168994.07848823248,0.2208814024925232
50,9,422.15294528221517,277.637461592068,447.4085156061482,-169075.01698476908,0.21418562531471252
51,9,449.6673035493069,255.3032733208789,417.0913930606039,-169500.85555775827,0.21813270449638367
52,9,509.0117616784228,255.02185573328086,352.0296927619602,-169013.59357631078,0.276561975479126
53,9,438.0092226056115,247.75729439332716,454.2886683260295,-169307.80283233288,0.24219052493572235
54,9,484.90937294312647,306.6926846463958,326.44162712807247,-169123.23868835295,0.39942866563796997
55,10,632.7201430444842,89.34361554149515,498.43689962364306,-164984.6444398072,0.21842414140701294
56,11,50.94224046847264,136.50375453588916,2872.4959712101927,-129945.3401065396,0.20445317029953003
57,11,80.98769742585672,167.45937530213178,2893.2173830114116,-128369.83659330074,0.23919560015201569
58,12,643.5789783751367,49.43342524861803,-301.69735037349665,-172753.12597670167,0.2542004883289337
59,12,618.8028083929819,45.69903762187281,-349.4729084236933,-172813.88754648354,0.47920751571655273
60,12,616.8050230770056,102.2691672760403,-291.09044382881444,-171425.31752111914,0.30096176266670227
61,13,126.82865117334212,298.44490642087027,-1405.7220616810557,-153935.75704567926,0.3449324369430542
62,13,114.52467870320362,325.1837287859148,-1389.4135128056919,-154022.19157536371,0.2805534899234772
63,13,94.15379634814074,254.5731513225154,-1570.6036947700566,-152232.82265540087,0.30888572335243225
64,13,114.65267159470274,307.48825989526597,-1414.0517282851986,-153846.40239394183,0.20187777280807495
65,14,225.43888044936023,1196.2042328197892,438.24221172816027,-150128.0271666385,0.29500624537467957
66,14,181.81101647899837,1267.4162497099348,493.0849967728372,-148746.85720908942,0.31037405133247375
67,14,232.04737396626064,1215.6858073846406,405.14390989053925,-150284.22974366715,0.21078196167945862
68,14,217.3184409091992,1206.5404976706066,448.40089900734176,-150062.06004086914,0.21177110075950623
69,14,229.11024442968503,1200.120293809301,428.70066820029376,-150207.01938524685,0.32640764117240906
70,15,341.89983939270206,357.31690495942735,-965.1557317594762,-155210.34087940853,0.20992013812065125
71,15,307.51364898419155,398.8705261657085,-1021.5840622286526,-153736.3834266462,0.484235554933548
72,15,318.72756929657703,348.98947155480454,-1025.4362602233377,-154673.8128534985,0.34887054562568665
73,15,349.92281705125,336.436161259917,-937.8580378231017,-156275.19351227448,0.21064823865890503
74,15,363.04208529034315,355.85126301381985,-888.9997052756918,-156479.9567055794,0.20728296041488647
75,15,346.4916137275432,356.66294391572836,-960.0013073557245,-155197.58826910937,0.20893451571464539
76,16,781.6736225094031,440.0528190671915,-110.25272366350688,-156777.2898622271,0.21148645877838135
77,16,847.9257076405727,348.85575424991,-59.469304356398446,-157639.92702783094,0.20362728834152222
78,16,792.6137208137015,461.01120271723306,-105.01035684877932,-155671.94544893532,0.2671234607696533
79,16,771.4679102992519,506.1839269464466,-73.36907202037585,-156828.08725752472,0.20957669615745544
80,16,639.4491428708255,668.61983684201,-177.56472938270963,-154714.3640421551,0.30022379755973816
81,16,746.3967774429627,419.88545104380916,-165.4103707172871,-157608.46259879516,0.23699018359184265
82,16,698.7342239918994,576.5861080344743,-168.92345087694233,-155660.12112289233,0.2063579559326172
83,17,591.0070885990726,50.488765898442004,-503.74184277670565,-168999.4344830521,0.4054466784000397
84,17,590.6775335995854,47.87815177816344,-503.7406316852152,-169099.50412565743,0.6963736414909363
85,17,499.6687789785863,104.91965254766195,-594.302406313338,-167986.8380625442,0.21942166984081268
86,17,572.8213943052245,82.52329918031427,-464.54832390513536,-169418.28064324864,0.22038841247558594
