i,true_cluster_id,true_Jr,true_Jz,true_Jphi,true_energy,true_parallax
0,0,858.0681061172721,342.5784254831149,122.88543228678463,-155677.38966895588,0.2457641065120697
1,1,396.9908127260021,2586.8551857420416,-543.1874624689528,-119853.21974747302,0.2049117386341095
2,1,392.3637788542739,2599.8333759695397,-532.0178241537787,-119944.49701638654,0.3832109570503235
3,2,259.7655049454468,23.132259354132415,1912.8150464437092,-145556.91710133618,0.47765398025512695
4,2,283.0229322675435,12.42808485897073,1900.2642385786457,-145512.4982150375,2.1183948516845703
5,2,279.0254933304051,14.787930057519066,1901.260849902251,-145534.77314622712,1.3626368045806885
6,3,76.04408026229655,663.8542619271115,-1347.5759415641498,-147244.75734349617,0.2756519317626953
7,3,53.911329703290455,676.1411918475445,-1436.31921227189,-145698.1481844737,0.23354192078113556
8,3,74.53976249430737,685.9086947400616,-1328.0768536444652,-147198.17576487712,0.3558722138404846
9,3,51.430425039382,662.2220872831424,-1456.4495962548165,-145663.66802046722,0.5755205154418945
10,4,652.0237951979777,372.5458566983111,-529.5968756839147,-153138.97787489565,0.49599525332450867
11,4,594.7193956378328,348.5339402119121,-598.6875372067442,-153982.46562970904,1.3765441179275513
12,4,639.0696322773432,387.4620747510431,-504.8147402482,-154147.6941143742,0.23586691915988922
13,4,655.7688020830647,395.0858675787308,-509.58971587991977,-153203.62571570114,0.21334700286388397
14,4,641.7059115475835,330.20483110825955,-592.1124257564078,-153528.52573217425,0.26842206716537476
15,5,71.78271413515093,34.28154796604582,1750.1889967004606,-155963.69723824994,0.5686173439025879
16,5,72.98482465241476,34.65958542640239,1709.5323007016789,-157032.08378368153,1.1521395444869995
17,5,96.23891025161528,37.97340096791197,1659.2312341920115,-157363.6777435332,0.4211348295211792
18,5,88.76617730797474,36.762452774206494,1637.0833452160182,-158358.2469522697,0.4068607687950134
19,5,79.66794724140026,38.0744203163322,1689.1937788371704,-157185.73519678172,0.34794899821281433
20,5,75.43591268902604,32.98343020688971,1707.106007022707,-157086.3235397868,0.29253265261650085
21,6,179.88276809789963,438.1447149469226,1451.44321994789,-147069.30544520056,0.2207365334033966
22,6,199.60444100536304,463.7042276568105,1387.8274709605853,-147212.1020062275,0.22013147175312042
23,6,189.28885365747345,463.0930702946725,1406.068567266697,-147104.11851125202,1.1719695329666138
24,6,144.65046884019986,455.39914903123844,1556.8688781961916,-145455.97514574253,0.2635737955570221
25,6,141.39033594622327,531.2844096512384,1472.5216553648897,-145545.96141489447,0.21727293729782104
26,6,185.59090557560134,432.5501555716175,1446.6069746269643,-147097.8885912651,0.3057829737663269
27,6,180.1835832446303,410.90459864057755,1484.9880600811528,-147000.31695527904,0.34099218249320984
28,7,145.68662297194345,113.06002854531268,1096.96899873465,-169190.85739092872,0.2818872332572937
29,7,143.6193275399598,101.2079250059131,1088.1575013366837,-170190.84190733935,0.2184646725654602
30,7,134.59931656826103,117.09046808806417,1107.8963672886177,-169188.52342270763,0.2266559600830078
31,7,127.2584555653389,106.43098496629341,1137.153104863709,-169080.36285823997,0.21055090427398682
32,7,120.67959752520234,110.81661947432903,1139.1842686855134,-169125.38343065145,0.2392699122428894
33,7,150.9073202479633,111.98916331995017,1086.728704857254,-169294.5123187963,0.2441997230052948
34,7,193.3989045045275,109.83219446648434,961.4687986681838,-171603.07133486858,0.3650546669960022
35,7,167.06538567290093,114.09382255047218,1029.7522048876208,-170337.44399658812,0.25318896770477295
36,8,210.025627855776,58.240822967672116,-1131.2150563493562,-167430.37019454406,1.31728196144104
37,8,210.48261936022487,61.88404390680043,-1129.1740209107738,-167371.1669216152,0.32399076223373413
38,8,203.68251171615475,53.72812668925817,-1155.208616850468,-167268.75346519612,0.2772110402584076
39,8,166.1933886681301,73.64353317772958,-1211.1392782644161,-166227.14197915138,0.27006423473358154
40,8,200.36994803057118,54.73431635987925,-1159.6658435766112,-167189.01917916327,0.5346118211746216
41,8,174.20134305066617,72.81875433286945,-1202.634676653097,-166180.1672542057,0.48770540952682495
42,8,208.65860264911365,55.80088341855873,-1138.8510962898579,-167466.96281077457,0.2516312003135681
43,8,207.9859718556106,59.53186867193674,-1128.1904654911475,-167482.31729206996,2.0349390506744385
44,8,203.79600945547992,58.105166692659445,-1149.3630139592715,-167232.0846972949,0.5688536763191223
45,9,438.0094598617579,591.886464518251,713.5326596662063,-151004.87183065305,0.3025560677051544
46,9,479.4170133577875,581.4102718333095,652.2664340369483,-151419.3359018843,0.20323562622070312
47,9,520.6696281312204,688.862749059526,536.1939975058067,-149879.6915192103,0.217955082654953
48,9,465.1126458443425,610.8193412980603,703.2036832067905,-149860.05190190166,0.42797720432281494
49,9,518.2008580617414,693.8018078997296,523.052795932147,-149932.3977975871,0.44011542201042175
50,9,540.343257530208,539.8181849941933,580.4721774389209,-152033.0364937599,0.21688704192638397
