i,true_cluster_id,we_Jr,we_Jz,we_Jphi,we_energy,we_parallax,parallax_error
0,0,401.4508811964536,39.25979283577866,-823.9816048031112,-169054.46245775718,0.4630118190087651,0.018
1,1,681.5490489651829,24.52096728294815,1087.214096758528,-150206.72328661004,0.5195240656772915,0.016509377282257036
2,1,619.4543334640969,25.086243566271424,1296.0933615055217,-147570.0696688736,0.22561305590849615,0.017365976653715885
3,2,831.1293411763475,23.71679901176805,-11.797338489599936,-172892.4131387636,0.5553155237963663,0.018
4,2,789.5483103493559,77.81918203191235,3.1166134681761335,-172007.9262806034,0.5110906030102121,0.018
5,2,796.2820619156422,81.18819709769465,-15.907895762155135,-171056.14447170522,0.303279952226197,0.019843347557536164
6,3,567.107526199623,122.96990129458923,-571.2453180903092,-164528.45699263984,0.28441019134063594,0.021529326747760022
7,3,512.5187015304846,113.35346001762258,-623.8537123374633,-166019.0070201616,0.21853193059825876,0.018
8,3,409.509660708335,93.33270617838254,-821.6426186491487,-165899.20868571702,0.28711896308110246,0.02629010337017874
9,3,622.1005232774132,179.1497905349504,-408.52645445159953,-164247.2060503374,0.22385389775169304,0.018
10,4,181.82516647552924,87.70019953271127,1065.184256367607,-169653.07848029412,0.2690380823839911,0.01799415379679225
11,4,180.74798342179554,94.56320749577174,1035.1955965090222,-170423.17945251928,0.36505858273804426,0.016191395403416707
12,4,131.19086424887752,142.40237602755792,1196.5926063526085,-165300.4915965823,0.2535604112134153,0.02302071582830672
13,4,198.2273157391923,112.7561682820131,1087.391338221618,-166868.10053501345,0.30915070882763523,0.018495804180209498
14,4,143.9176693107609,118.01292762446977,1129.849787371776,-167900.0061671988,0.20574239693343394,0.018
15,5,402.306323022592,195.6041519594449,-1148.6187082819645,-153196.78397073207,0.22388891782596929,0.016365110057350862
16,5,394.99832013217207,166.6704477087698,-1179.3486627640625,-153651.22867769116,0.24349776185792885,0.01645546590176431
17,5,448.5986634209427,167.2458598427119,-1052.8034089127295,-154713.2217884102,0.3592425868839888,0.01682073089322522
18,5,495.80639377677767,220.23776813132892,-977.0186777300138,-152904.72579863833,0.27547991473481354,0.018187653178897947
19,5,429.89565441686887,163.54084859745495,-1105.4844978326475,-154265.24220633364,0.22597754978302093,0.01797483466958544
20,5,496.47116837716476,177.93556831431343,-995.6289708822319,-153927.2550523871,0.25190071231187844,0.019556586876664426
21,6,760.0009753876703,128.19600565249718,957.6777376952336,-146980.62444751523,0.2585509483371151,0.018
22,6,752.1912938083782,109.26131720885125,702.3756383918624,-153595.9896686839,0.30533044272429694,0.018
23,6,730.7882078647548,168.49049188127947,1034.1664200105488,-145196.50653653077,0.22058845755412076,0.018
24,6,663.9288361832726,121.07525206208629,780.0210963040303,-154664.07094607895,0.22994563387139225,0.016590452161168476
25,6,1182.7114736428107,144.02782250976264,678.670303057907,-138740.40546815735,0.19129742906680425,0.019629543423639546
26,6,719.6309766379547,156.01209870828686,688.8427787064454,-153488.108580377,0.24146839565997347,0.015045167129993974
27,6,742.5608378119786,113.323411737154,688.8931433797896,-154226.22865428572,0.26103040092055796,0.021296882302609576
28,7,353.90030056764493,403.26707457299057,-547.3560924327983,-165282.54466104668,0.27832841317481993,0.0175312042107315
29,7,363.5650905709865,582.9742923849499,-390.75602905284575,-163410.47006552792,0.22334597193287198,0.020632119906652334
30,7,376.7122923807597,749.4214983548625,-255.7212716236106,-162234.05825427812,0.2534430873555955,0.017613051434083943
31,7,410.3986599755802,512.9145227145956,-382.74736254540244,-163575.6658048385,0.27827083386828344,0.017534978014270074
32,7,422.9913386992376,565.1465004003622,-337.797035759232,-163123.65320088217,0.21620276217386847,0.016559078779450474
33,7,431.6099478049634,469.32216433075666,-392.8514606676389,-163806.56754276063,0.2327365361912402,0.02725837773873284
34,7,398.4481156873693,563.5593582321059,-323.76932672517023,-164804.6609831122,0.3938523833817903,0.016330744029292958
35,7,297.3564690297766,163.79570136370342,-744.2425163257424,-171013.85985121055,0.29024547587920635,0.03084618498661018
36,8,566.6679691058697,1488.8313014123578,684.5123206994381,-130174.13916247187,0.2248569219769401,0.021881944208527515
37,8,704.5674687680666,1565.5800466166293,749.7709928259061,-124944.08921980261,0.22886970875519763,0.022978497396818058
38,8,742.8921782241952,1683.9237158474104,787.9718747718348,-121975.31899914032,0.25224976866989934,0.016350840441430408
39,8,341.99912099912615,1416.7802374610396,431.7588053115164,-141691.00908442185,0.26869860000710377,0.015075589155412489
40,8,1315.0001386254075,1781.7021468236671,765.9498019625601,-111208.19277085798,0.23475342519256065,0.0162367949376023
41,8,2120.8018568335797,1645.1728114564107,1156.1060178400985,-98147.01514430738,0.21782907643003566,0.02639583562057996
42,8,888.4624242466372,1562.2142912907427,831.1595426704353,-120293.87302068903,0.1952577046619785,0.017512864684887903
43,8,465.4287125286933,1262.4480701685102,732.5895081596486,-135598.63162243084,0.23620441717074891,0.028921907054290645
44,8,688.5729046410603,1606.4357577306796,768.4493975069422,-124423.44562882393,0.2126411953956144,0.01509915956706562
45,9,400.94185849435064,397.77802259582495,-995.8637216469618,-150735.74439417868,0.521539342199971,0.018
46,9,511.65347304064386,453.39986636133665,-967.4849747794128,-146433.77059297933,0.20091584541127092,0.01545490706212191
47,9,413.8451026455259,456.67617874089206,-920.736233767328,-150792.70814977965,0.19624249922461556,0.015131453996644752
48,9,409.1546979334414,454.21661875515196,-928.8076664339817,-150745.41773076053,0.23201470248939116,0.015118313350908383
49,9,379.015499199069,372.8270251136106,-1044.056814811153,-151377.26018745598,0.2559818846923872,0.018
50,9,357.84093450422125,399.3071494766743,-1084.4211985984257,-150382.95728508246,0.20336033291752884,0.018
51,9,362.7963867957084,362.1983452349838,-1071.6165076955667,-151590.89176027544,0.22942213700154943,0.021221607164761153
52,9,429.84172657901934,432.4872079214687,-939.1364703717647,-150383.86127423675,0.2585053504855773,0.01619607993672627
53,9,355.7951400928916,307.84107230007913,-1101.945742013489,-152425.25229763953,0.4368798831026519,0.018
54,9,392.126110956369,425.54022642714773,-908.2465758728825,-152690.43247968465,0.2534120127241326,0.017598957588386574
55,10,61.886404921795574,91.00061356513038,1651.5953736400484,-156784.88953789382,0.22631693103150463,0.017057439961845364
56,11,682.8746929436351,102.07486215044881,-234.18605809141235,-169712.6709370434,0.22404608614207763,0.018
57,11,702.8469735896952,108.91610224390978,-214.80448293068747,-168880.19340037246,0.42272948663104326,0.017754338013697604
58,12,845.7963038024992,412.4260520032914,160.33977460142214,-153390.7555642391,0.25026523599099604,0.01608342098502327
59,12,850.6902406509646,286.05236665701926,97.33691148140883,-158182.95751964254,0.4247518897165799,0.018
60,12,886.9887461883604,337.0091159093795,102.51815156453972,-155340.343613026,0.20281062030159716,0.01789865321771203
61,13,1228.179589178821,136.1160674428744,12.758617774596246,-149575.62904763818,0.22808881792400193,0.019863762680074473
62,13,1057.8810092514655,90.4646815054419,-146.01269487379318,-154919.58475805572,0.242575714144558,0.018
63,13,941.5265149204346,74.84760317581119,-285.1634027438551,-157337.16285741993,0.3637525733365549,0.018
64,13,1015.4418916506426,42.178748384125505,-334.566839249699,-154444.2856556612,0.2603228536204353,0.0177788085428945
65,14,288.44829124158696,24.83164218047888,-1343.771293060802,-158952.59866801312,0.6224591918068024,0.018
66,14,253.66477143544643,17.244408128551886,-1454.8226438527975,-157672.35897603462,0.757300566679082,0.018
67,14,268.08359732758123,16.697050992175274,-1392.023125135299,-158909.39445730188,0.36348298260446377,0.01786268025811479
68,14,298.08869611744745,16.772517999534102,-1432.3003193208383,-156450.37972015975,1.6536248865204954,0.018
69,14,254.89449825786608,15.676214883063004,-1395.8623774416917,-159388.59354085143,0.7039976987680305,0.018
70,15,416.42058683946163,330.35462139169516,-1206.6908553356916,-147481.38746556515,0.24725109450420943,0.016858424452926953
71,15,378.1041930974585,350.2538386060955,-1263.1334486014744,-146984.17758380625,0.222035551484557,0.01530191612972436
72,15,482.41891570036717,391.81782175866704,-1024.0800243409135,-147674.16301507852,0.23547051458683693,0.015373454637064621
73,15,833.6963213041669,478.0284935648145,-936.9036818350278,-136681.1669474073,0.18281934314443554,0.02425901044654549
74,15,445.7512845349606,497.44577694180964,-1204.5394385416043,-142594.74002173616,0.18374250318263205,0.017174178792713678
75,15,408.26935987259395,514.5201821003895,-1191.9113268361734,-143481.04489087226,0.16433954966115993,0.02911160380909142
76,16,726.4912004577362,28.33692171559255,384.7084314942644,-166971.1045535667,0.3476952262887502,0.018
77,16,674.1455027368564,45.01092337881482,571.0411968011354,-163016.35746786682,0.4157759434861759,0.01754486466556955
78,16,768.1355291694466,34.86057887786523,411.17964608190056,-163697.52424940234,0.302326410937549,0.018
79,16,664.4168398032065,35.440330813990116,538.6167223107379,-165035.26648004446,0.2659723948202743,0.01684871639363716
80,16,672.4423986092858,35.54780995053613,486.8191077715256,-166191.88225465958,0.5548654009860386,0.018
81,16,605.5525714938452,35.10593510093929,757.9113465123708,-161418.92645832844,0.20996813148966584,0.023150566712078373
82,16,664.8858489508236,38.48444546988182,511.6748227767194,-165619.82265395045,0.2813912245521703,0.022732443415962762
83,17,335.7804492559936,156.27498118717287,-937.3501451571018,-163130.34380092926,0.2336697115592111,0.015455245020022199
84,17,362.36407016564493,117.15808204114335,-872.983100017169,-165516.11186184685,0.2336627971147101,0.018304462347243564
85,17,249.6138597268504,131.68030956957796,-1053.2945942144809,-164640.3049919358,0.29516883609174555,0.023852622610391706
86,17,384.7333984859332,131.1221893872443,-817.8939875318729,-165517.62281472946,0.20558814412828635,0.01854562883132105
87,17,382.76357041856414,208.78730485924729,-753.5433019846097,-164356.58378549744,0.28626180837829474,0.018
88,17,297.5704348373122,158.34161104468342,-889.3667255739986,-166392.10999258113,0.22526358062635934,0.015998065656126128
89,17,378.8556968432465,137.40521808879734,-826.651737470999,-165168.808311054,0.23154316141133632,0.016941112690686766
90,17,360.5531461650631,148.1352106908856,-808.0732468067218,-166268.75417513296,0.27062096421964893,0.02477524360701311
91,18,258.88964613944785,298.16672888997374,-1631.9393537164783,-144053.97137353005,0.31630313829652146,0.017417928595421784
92,18,288.7969105990782,266.1676579702714,-1769.9073370552799,-141034.42586356576,0.2841105745373458,0.024376601195980795
93,18,283.3856912515227,304.7453471594988,-1677.8075024480747,-142206.26794693636,0.21120363489317662,0.02574397880303235
94,18,254.96793220525512,226.88739662104527,-1617.2134775541097,-146362.8134174304,0.29194463829023554,0.017653976689722448
95,18,305.27628515853496,394.09346323274457,-1559.535766723116,-141931.8561829459,0.30233749604372123,0.018
96,18,279.5154432415929,303.02334800732257,-1580.4138175003422,-144360.65195068019,0.3751622433488892,0.018101305805302736
97,18,282.17899103618413,291.65834017023724,-1588.898130592489,-144368.6540392491,0.261977827265626,0.024446151029485746
98,18,239.87857099126305,231.447978523783,-1549.2073594632143,-148257.0313728211,0.3014934760865772,0.018
99,18,275.7912441590709,322.03105937608444,-1775.3040108472333,-140105.8170475123,0.4200630353029276,0.016142390109761064
100,19,90.89271837788394,524.8802538134848,-1189.2795783969248,-154201.4341208872,0.5034466532717348,0.018
101,19,92.69575424996098,461.4222874259453,-1203.4579091796652,-155609.81221286682,0.2582751987395836,0.016529711189938154
102,19,155.3614399904328,386.08624381305043,-1154.8526664629753,-156782.08063518043,0.30337474174907336,0.01552171888782641
103,19,100.32084141639206,436.20982017381925,-1247.127599632628,-154926.45663014546,0.22038390089136375,0.018158482209669907
104,19,86.8135600050265,505.24399637138623,-1172.6923076179144,-155387.7639269985,0.31743111401858465,0.018
105,19,84.99432717908653,479.9684710910675,-1256.629333488068,-153960.38509464334,0.21875470383855497,0.018
106,19,80.13665741698499,508.4461504208824,-1216.757937915667,-154396.72619271246,0.21091230768502622,0.023888601696068747
107,19,75.27557188804649,483.1851855790001,-1250.8709423012754,-154433.13418905856,0.25052381674858504,0.025291454179461523
108,19,106.87175670726047,509.16300923552643,-1196.3326277946783,-153919.08734898665,0.34753743002405973,0.018
109,19,86.30299685936613,487.35713148249806,-1157.1769589103842,-156354.43573469546,0.2419562624263363,0.01786270963076246
110,20,290.1883107736736,1437.6959935464552,-550.4685014166253,-140444.79114110762,0.3074756770617137,0.018
111,21,783.268180221755,91.32850340643407,-127.61335611905139,-167980.04730142592,0.4097350695884836,0.018
112,21,709.2906916035504,156.5692447121189,-165.39805121994993,-167529.91109253647,0.23270914849852234,0.024909304385911938
113,22,315.8181236131515,311.5751857446597,-572.9493822235119,-169441.1809832976,0.2500234884739988,0.018
114,22,298.11330159647576,412.75051071350407,-535.2521436663304,-167724.63163220463,0.33243974990027303,0.017700334834172042
115,22,290.50769859428095,383.4486929190265,-561.7732623953646,-168583.83907816227,0.34102228520650607,0.015083820097235991
116,23,335.366106522292,102.08941080512706,1033.8636320573173,-162489.82472592176,0.3273202348134895,0.01624048781355034
117,23,279.7993437642943,87.99984353865948,1214.4890405298847,-160226.47677359718,0.22664534429774336,0.01635809918597076
